Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año;Ubicación
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;1;3;;;2019;17610 - Neira
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;6;5;;;2019;17611 - Neira
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;7;6;;;2019;17612 - Neira
F340 - CICLOTIMIA;3;;;;2019;17613 - Neira
F341 - DISTIMIA;;1;;;2019;17614 - Neira
F348 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS] PERSISTENTES;;1;;;2019;17615 - Neira
F349 - TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;1;;;2019;17616 - Neira
F380 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS;;;;;2019;17617 - Neira
F381 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], RECURRENTES;;;;;2019;17618 - Neira
F388 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], ESPECIFICADOS;;;;;2019;17619 - Neira
F39X - TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO;4;;;;2019;17620 - Neira
F400 - AGORAFOBIA;;;;;2019;17621 - Neira
F401 - FOBIAS SOCIALES;3;;;;2019;17622 - Neira
F402 - FOBIAS ESPECIFICADAS [AISLADAS];;;;;2019;17623 - Neira
F408 - OTROS TRASTORNOS FOBICOS DE ANSIEDAD;;;;;2019;17624 - Neira
F409 - TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO;1;;;;2019;17625 - Neira
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];2;1;;;2019;17626 - Neira
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;10;5;;;2019;17627 - Neira
F412 - TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION;53;22;;;2019;17628 - Neira
F413 - OTROS TRASTORNOS DE ANSIEDAD MIXTOS;5;4;;;2019;17629 - Neira
F418 - OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS;10;6;;;2019;17630 - Neira
F419 - TRASTORNO DE ANSIEDAD , NO ESPECIFICADO;58;21;;;2019;17631 - Neira
F421 - PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS];;;;;2019;17632 - Neira
F422 - ACTOS E IDEAS OBSESIVAS MIXTOS;;;;;2019;17633 - Neira
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;1;;;;2019;17634 - Neira
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;1;1;;;2019;17635 - Neira
F430 - REACCION AL ESTRÉS AGUDO;;;;;2019;17636 - Neira
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;1;4;;;2019;17637 - Neira
F432 - TRASTORNOS DE ADAPTACION;15;13;;;2019;17638 - Neira
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;;1;;;2019;17639 - Neira
F440 - AMNESIA DISOCIATIVA;1;;;;2019;17640 - Neira
F442 - ESTUPOR DISOCIATIVO;;;;;2019;17641 - Neira
F445 - CONVULSIONES DISOCIATIVAS;;;;;2019;17642 - Neira
F447 - TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION];;;;;2019;17643 - Neira
F448 - OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION];;;;;2019;17644 - Neira
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;1;;;;2019;17645 - Neira
F450 - TRASTORNO DE SOMATIZACION;;;;;2019;17646 - Neira
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;2;;;;2019;17647 - Neira
F459 - TRASTORNO SOMATOMORFO, NO ESPECIFICADO;;;;;2019;17648 - Neira
F481 - SINDROME DE DESPERSONALIZACION Y DESVINCULACION DE LA REALIDAD;1;;;;2019;17649 - Neira
F500 - ANOREXIA NERVIOSA;2;;;;2019;17650 - Neira
F505 - VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS;;;;;2019;17651 - Neira
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;1;;;;2019;17652 - Neira
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;2;;;;2019;17653 - Neira
F510 - INSOMNIO NO ORGANICO;6;4;;;2019;17654 - Neira
F511 - HIPERSOMNIO NO ORGANICO;1;;;;2019;17655 - Neira
F513 - SONAMBULISMO;1;1;;;2019;17656 - Neira
F514 - TERRORES DEL SUEÑO [TERRORES NOCTURNOS];;2;;;2019;17657 - Neira
F515 - PESADILLAS;;;;;2019;17658 - Neira
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;3;2;;;2019;17659 - Neira
F521 - AVERSION AL SEXO Y FALTA DE GOCE SEXUAL;1;;;;2019;17660 - Neira
F522 - FALLA DE LA RESPUESTA GENITAL;;2;;;2019;17661 - Neira
F523 - DISFUNCION ORGASMICA;;;;;2019;17662 - Neira
F524 - EYACULACION PRECOZ;;;;;2019;17663 - Neira
F526 - DISPAREUNIA NO ORGANICA;1;;;;2019;17664 - Neira
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;;;;;2019;17665 - Neira
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;;2;;;2019;17666 - Neira
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;2;;;;2019;17667 - Neira
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;;;;;2019;17668 - Neira
F59X - SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS;;1;;;2019;17669 - Neira
F600 - TRASTORNO PARANOIDE DE LA PERSONALIDAD;1;;;;2019;17670 - Neira
F602 - TRASTORNO ASOCIAL DE LA PERSONALIDAD;;;;;2019;17671 - Neira
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;2;;;;2019;17672 - Neira
F605 - TRASTORNO ANANCASTICO DE LA PERSONALIDAD;1;;;;2019;17673 - Neira
F607 - TRASTORNO DE LA PERSONALIDAD DEPENDIENTE;;;;;2019;17674 - Neira
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;;;;;2019;17675 - Neira
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;1;1;;;2019;17676 - Neira
F628 - OTROS CAMBIOS PERDURABLES DE LA PERSONALIDAD;;;;;2019;17677 - Neira
F632 - HURTO PATOLOGICO (CLEPTOMANIA);;;;;2019;17678 - Neira
F633 - TRICOTILOMANIA;1;;;;2019;17679 - Neira
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;1;;;;2019;17680 - Neira
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;1;;;;2019;17681 - Neira
F640 - TRANSEXUALISMO;;;;;2019;17682 - Neira
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;;2;;;2019;17683 - Neira
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;;;;;2019;17684 - Neira
F662 - TRASTORNO DE LA RELACION SEXUAL;;;;;2019;17685 - Neira
F668 - OTROS TRASTORNOS DEL DESARROLLO PSICOSEXUAL;;;;;2019;17686 - Neira
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;;;;;2019;17687 - Neira
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;;2;;;2019;17688 - Neira
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;;1;;;2019;17689 - Neira
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;5;7;;;2019;17690 - Neira
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;9;3;;;2019;17691 - Neira
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;1;;;;2019;17692 - Neira
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;3;;;2019;17693 - Neira
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;1;;;2019;17694 - Neira
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;3;5;;;2019;17695 - Neira
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;1;;;2019;17696 - Neira
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;1;2019;17697 - Neira
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2019;17698 - Neira
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;1;1;;;2019;17699 - Neira
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;1;;;;2019;17700 - Neira
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2019;17701 - Neira
F730 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2019;17702 - Neira
F731 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2019;17703 - Neira
F738 - RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;1;;;2019;17704 - Neira
F780 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2019;17705 - Neira
F781 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2019;17706 - Neira
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2019;17707 - Neira
F789 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;;;;2019;17708 - Neira
F790 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2019;17709 - Neira
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;1;6;;;2019;17710 - Neira
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;1;;;2019;17711 - Neira
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;1;;;2019;17712 - Neira
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;1;3;;;2019;17713 - Neira
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;3;5;;;2019;17714 - Neira
F802 - TRASTORNO DE LA RECEPCION DEL LENGUAJE;1;1;;;2019;17715 - Neira
F803 - AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER];;1;;;2019;17716 - Neira
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;3;8;;;2019;17717 - Neira
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;6;9;;;2019;17718 - Neira
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;;;;;2019;17719 - Neira
F812 - TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS;;1;;;2019;17720 - Neira
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;9;12;;;2019;17721 - Neira
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;5;6;;;2019;17722 - Neira
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;14;9;1;;2019;17723 - Neira
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;1;1;;;2019;17724 - Neira
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;;;;;2019;17725 - Neira
F840 - AUTISMO EN LA NIÑEZ;;2;;;2019;17726 - Neira
F841 - AUTISMO ATIPICO;;2;;;2019;17727 - Neira
F843 - OTRO TRASTORNO DESINTEGRATIVO DE LA NIÑEZ;;;;;2019;17728 - Neira
F844 - TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS;;;;;2019;17729 - Neira
F845 - SINDROME DE ASPERGER;;3;;;2019;17730 - Neira
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;;6;;;2019;17731 - Neira
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;1;2;;;2019;17732 - Neira
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;4;1;;;2019;17733 - Neira
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;;1;;;2019;17734 - Neira
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;14;28;;;2019;17735 - Neira
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;8;17;;;2019;17736 - Neira
F908 - OTROS TRASTORNOS HIPERCINETICOS;3;5;;;2019;17737 - Neira
F909 - TRASTORNO HIPERCINETICO, NO ESPECIFICADO;;3;;;2019;17738 - Neira
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;;;;;2019;17739 - Neira
F911 - TRASTORNO DE LA CONDUCTA INSOCIABLE;1;;;;2019;17740 - Neira
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;1;1;;;2019;17741 - Neira
F913 - TRASTORNO OPOSITOR DESAFIANTE;1;2;;;2019;17742 - Neira
F918 - OTROS TRASTORNOS DE LA CONDUCTA;10;28;;;2019;17743 - Neira
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;15;17;;1;2019;17744 - Neira
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;;;;;2019;17745 - Neira
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;;2;;;2019;17746 - Neira
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;5;;;;2019;17747 - Neira
F930 - TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ;;1;;;2019;17748 - Neira
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;;;;;2019;17749 - Neira
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;1;3;;;2019;17750 - Neira
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;;1;;;2019;17751 - Neira
F940 - MUTISMO ELECTIVO;;;;;2019;17752 - Neira
F941 - TRASTORNO DE VINCULACION REACTIVA EN LA NIÑEZ;1;1;;;2019;17753 - Neira
F942 - TRASTORNO DE VINCULACION DESINHIBIDA EN LA NIÑEZ;;;;;2019;17754 - Neira
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;;1;;;2019;17755 - Neira
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;1;4;;;2019;17756 - Neira
F950 - TRASTORNO POR TIC TRANSITORIO;;;;;2019;17757 - Neira
F951 - TRASTORNO POR TIC MOTOR O VOCAL CRONICO;;;;;2019;17758 - Neira
F952 - TRASTORNOS POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE];;;;;2019;17759 - Neira
F958 - OTROS TRASTORNOS POR TIC;;;;;2019;17760 - Neira
F980 - ENURESIS NO ORGANICA;;2;;;2019;17761 - Neira
F981 - ECOPRESIS NO ORGANICA;;;;;2019;17762 - Neira
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;1;;;;2019;17763 - Neira
F983 - PICA EN LA INFANCIA Y LA NIÑEZ;;;;;2019;17764 - Neira
F985 - TARTAMUDEZ [ESPASMOFEMIA];;;;;2019;17765 - Neira
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;5;5;;;2019;17766 - Neira
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;1;;;;2019;17767 - Neira
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;;;;;2019;17768 - Neira
F000 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TEMPRANO (G30.0†);;;;;2019;17496 - Norcasia
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);;1;;;2019;17497 - Norcasia
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);;;;;2019;17498 - Norcasia
F019 - DEMENCIA VASCULAR, NO ESPECIFICADA;;;;;2019;17499 - Norcasia
F028 - DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE;;;;;2019;17500 - Norcasia
F03X - DEMENCIA , NO ESPECIFICADA;;2;;;2019;17501 - Norcasia
F059 - DELIRIO, NO ESPECIFICADO;;;;;2019;17502 - Norcasia
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;;1;;;2019;17503 - Norcasia
F066 - TRASTORNO DE LABILIDAD EMOCIONAL [ASTENICO], ORGANICO;;;;;2019;17504 - Norcasia
F067 - TRASTORNO COGNOSCITIVO LEVE;;;;;2019;17505 - Norcasia
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;1;;;2019;17506 - Norcasia
F09X - TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;;;;;2019;17507 - Norcasia
F102 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: SINDROME DE DEPENDENCIA;;;;;2019;17508 - Norcasia
F110 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: INTOXICACION AGUDA;;;;;2019;17509 - Norcasia
F111 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: USO NOCIVO;;;;;2019;17510 - Norcasia
F119 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;1;;;2019;17511 - Norcasia
F120 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: INTOXICACION AGUDA;;;;;2019;17512 - Norcasia
F134 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: ESTADO DE ABSTINENCIA CON DELIRIO;;;;;2019;17513 - Norcasia
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;;;;;2019;17514 - Norcasia
F146 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME AMNESICO;;;;;2019;17515 - Norcasia
F160 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: INTOXICACION AGUDA;;1;;;2019;17516 - Norcasia
F162 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: SINDROME DE DEPENDENCIA;;;;;2019;17517 - Norcasia
F163 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA;;;;;2019;17518 - Norcasia
F164 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA CON DELIRIO;1;;;;2019;17519 - Norcasia
F165 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO PSICOTICO;;1;;;2019;17520 - Norcasia
F169 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;1;;;2019;17521 - Norcasia
F190 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA;;;;;2019;17522 - Norcasia
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;;;;;2019;17523 - Norcasia
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;;1;;;2019;17524 - Norcasia
F194 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA CON DELIRIO;;1;;;2019;17525 - Norcasia
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2019;17526 - Norcasia
F199 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2019;17527 - Norcasia
F200 - ESQUIZOFRENIA PARANOIDE;1;1;;;2019;17528 - Norcasia
F201 - ESQUIZOFRENIA HEBEFRENICA;;1;;;2019;17529 - Norcasia
F202 - ESQUIZOFRENIA CATATONICA;;;;;2019;17530 - Norcasia
F203 - ESQUIZOFRENIA INDIFERENCIADA;1;1;;;2019;17531 - Norcasia
F204 - DEPRESION POSTESQUIZOFRENICA;;1;;;2019;17532 - Norcasia
F206 - ESQUIZOFRENIA SIMPLE;;1;;;2019;17533 - Norcasia
F208 - OTRAS ESQUIZOFRENIAS;;;;;2019;17534 - Norcasia
F209 - ESQUIZOFRENIA, NO ESPECIFICADA;5;9;;;2019;17535 - Norcasia
F220 - TRASTORNO DELIRANTE;;;;;2019;17536 - Norcasia
F230 - TRASTORNO PSICOTICO AGUDO POLIMORFO, SIN SINTOMAS DE ESQUIZOFRENIA;;1;;;2019;17537 - Norcasia
F232 - TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO;;;;;2019;17538 - Norcasia
F233 - OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES;1;;;;2019;17539 - Norcasia
F238 - OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS;;1;;;2019;17540 - Norcasia
F251 - TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO;;;;;2019;17541 - Norcasia
F259 - TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO;1;;;;2019;17542 - Norcasia
F28X - OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO;1;;;;2019;17543 - Norcasia
F29X - PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA;;;;;2019;17544 - Norcasia
F301 - MANIA SIN SINTOMAS PSICOTICOS;;1;;;2019;17545 - Norcasia
F302 - MANIA CON SINTOMAS PSICOTICOS;;1;;;2019;17546 - Norcasia
F311 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS;;;;;2019;17547 - Norcasia
F312 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS;1;3;;;2019;17548 - Norcasia
F313 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO;1;;;;2019;17549 - Norcasia
F314 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;;;;;2019;17550 - Norcasia
F315 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS;;;;;2019;17551 - Norcasia
F316 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE;;;;;2019;17552 - Norcasia
F317 - TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION;;;;;2019;17553 - Norcasia
F318 - OTROS TRASTORNOS AFECTIVOS BIPOLARES;3;1;;;2019;17554 - Norcasia
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;3;3;;;2019;17555 - Norcasia
F320 - EPISODIO DEPRESIVO LEVE;2;2;;;2019;17556 - Norcasia
F321 - EPISODIO DEPRESIVO MODERADO;2;3;;;2019;17557 - Norcasia
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;;;;;2019;17558 - Norcasia
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;;1;;;2019;17559 - Norcasia
F328 - OTROS EPISODIOS DEPRESIVOS;;;;;2019;17560 - Norcasia
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;;2;;;2019;17561 - Norcasia
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;;;;;2019;17562 - Norcasia
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;;;;;2019;17563 - Norcasia
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;;;;;2019;17564 - Norcasia
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;1;;;;2019;17565 - Norcasia
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;;;;;2019;17566 - Norcasia
