Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año
F129 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2019
F130 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA;;;;;2019
F140 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: INTOXICACION AGUDA;;;;;2019
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;1;;;;2019
F143 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: ESTADO DE ABSTINENCIA;;;;;2019
F149 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2019
F150 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: INTOXICACION AGUDA;1;;;;2019
F159 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;1;;;;2019
F160 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: INTOXICACION AGUDA;;;;;2019
F163 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA;1;;;;2019
F179 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2019
F180 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: INTOXICACION AGUDA;;;;;2019
F190 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA;;1;;;2019
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;1;;;;2019
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;;1;;;2019
F195 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO;;;;;2019
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2019
F199 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;1;;;2019
F200 - ESQUIZOFRENIA PARANOIDE;;6;;;2019
F202 - ESQUIZOFRENIA CATATONICA;;;;;2019
F203 - ESQUIZOFRENIA INDIFERENCIADA;2;3;;;2019
F204 - DEPRESION POSTESQUIZOFRENICA;;1;;;2019
F205 - ESQUIZOFRENIA RESIDUAL;;1;;;2019
F206 - ESQUIZOFRENIA SIMPLE;;1;;;2019
F208 - OTRAS ESQUIZOFRENIAS;;1;;;2019
F209 - ESQUIZOFRENIA, NO ESPECIFICADA;11;16;;;2019
F220 - TRASTORNO DELIRANTE;;;;;2019
F230 - TRASTORNO PSICOTICO AGUDO POLIMORFO, SIN SINTOMAS DE ESQUIZOFRENIA;;;;;2019
F231 - TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA;1;;;;2019
F232 - TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO;;2;;;2019
F233 - OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES;;2;;;2019
F238 - OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS;;1;;;2019
F251 - TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO;2;;;;2019
F258 - OTROS TRASTORNOS ESQUIZOAFECTIVOS;;1;;;2019
F259 - TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO;;;;;2019
F28X - OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO;;;;;2019
F29X - PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA;;2;;;2019
F301 - MANIA SIN SINTOMAS PSICOTICOS;;;;;2019
F302 - MANIA CON SINTOMAS PSICOTICOS;;;;;2019
F309 - EPISODIO MANIACO, NO ESPECIFICADO;;;;;2019
F310 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE;1;1;;;2019
F311 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS;5;2;;;2019
F312 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS;1;3;;;2019
F313 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO;3;2;;;2019
F314 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;;;;;2019
F315 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS;1;;;;2019
F316 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE;2;;;;2019
F317 - TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION;8;9;;;2019
F318 - OTROS TRASTORNOS AFECTIVOS BIPOLARES;9;12;;;2019
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;17;23;;;2019
F320 - EPISODIO DEPRESIVO LEVE;10;6;;;2019
F321 - EPISODIO DEPRESIVO MODERADO;13;7;;;2019
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;3;3;;;2019
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;2;;;;2019
F328 - OTROS EPISODIOS DEPRESIVOS;1;1;;;2019
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;1;4;;;2019
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;3;;;;2019
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;7;3;;;2019
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;1;;;;2019
F333 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS;1;;;;2019
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;;;;;2019
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;1;;;;2019
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;9;2;;;2019
F340 - CICLOTIMIA;1;;;;2019
F349 - TRASTORNO PERSISTENTE DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;;;;2019
F381 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], RECURRENTES;;;;;2019
F39X - TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;;;;2019
F401 - FOBIAS SOCIALES;;;;;2019
F402 - FOBIAS ESPECIFICADAS [AISLADAS];1;;;;2019
F409 - TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO;1;;;;2019
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];;2;;;2019
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;4;1;;;2019
F412 - TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION;23;14;;;2019
F413 - OTROS TRASTORNOS DE ANSIEDAD MIXTOS;3;3;;;2019
F418 - OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS;8;4;;;2019
F419 - TRASTORNO DE ANSIEDAD , NO ESPECIFICADO;53;15;;;2019
F420 - PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS;;;;;2019
F422 - ACTOS E IDEAS OBSESIVAS MIXTOS;;;;;2019
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;1;;;;2019
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;;1;;;2019
F430 - REACCION AL ESTRÉS AGUDO;;;;;2019
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;;1;;;2019
F432 - TRASTORNOS DE ADAPTACION;2;1;;;2019
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;;;;;2019
F441 - FUGA DISOCIATIVA;;;;;2019
F445 - CONVULSIONES DISOCIATIVAS;1;2;;;2019
F447 - TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION];;;;;2019
F448 - OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION];1;;;;2019
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;1;;;;2019
F450 - TRASTORNO DE SOMATIZACION;1;;;;2019
F452 - TRASTORNO HIPOCONDRIACO;;;;;2019
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;;;;;2019
F458 - OTROS TRASTORNOS SOMATOMORFOS;;;;;2019
F481 - SINDROME DE DESPERSONALIZACION Y DESVINCULACION DE LA REALIDAD;;;;;2019
F500 - ANOREXIA NERVIOSA;;;;;2019
F502 - BULIMIA NERVIOSA;;;;;2019
F505 - VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS;1;;;;2019
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;;;;;2019
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;;;;;2019
F510 - INSOMNIO NO ORGANICO;9;6;;;2019
F512 - TRASTORNO NO ORGANICO DEL CICLO SUEÑO-VIGILIA;1;;;;2019
F514 - TERRORES DEL SUEÑO [TERRORES NOCTURNOS];;;;;2019
F518 - OTROS TRASTORNOS NO ORGANICOS DEL SUEÑO;;;;;2019
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;;1;;;2019
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;;;;;2019
F521 - AVERSION AL SEXO Y FALTA DE GOCE SEXUAL;;;;;2019
F522 - FALLA DE LA RESPUESTA GENITAL;;;;;2019
F523 - DISFUNCION ORGASMICA;;2;;;2019
F524 - EYACULACION PRECOZ;;;;;2019
F526 - DISPAREUNIA NO ORGANICA;;2;;;2019
F527 - IMPULSO SEXUAL EXCESIVO;;;;;2019
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;;;;;2019
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;;2;;;2019
F601 - TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD;;;;;2019
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;;;;;2019
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;;1;;;2019
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;;;;;2019
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;;;;;2019
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;;;;;2019
F640 - TRANSEXUALISMO;;;;;2019
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;;;;;2019
F650 - FETICHISMO;;;;;2019
F662 - TRASTORNO DE LA RELACION SEXUAL;;;;;2019
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;;;;;2019
F680 - ELABORACION DE SINTOMAS FISICOS POR CAUSAS PSICOLOGICAS;;;;;2019
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;;;;;2019
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;;1;;;2019
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;3;;;2019
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2019
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2019
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2019
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;2;;;2019
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2019
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;;;;2019
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2019
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;1;1;;;2019
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;2;;;2019
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;1;;;2019
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;2;;;2019
F730 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2019
F731 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2019
F780 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2019
F781 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2019
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;1;;;;2019
F789 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;;;;2019
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2019
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2019
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2019
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;2;;;;2019
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;3;2;;;2019
F802 - TRASTORNO DE LA RECEPCION DEL LENGUAJE;;1;;;2019
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;3;3;;;2019
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;2;8;;;2019
F811 - TRASTORNO ESPECIFICO DEL DELETREO (ORTOGRAFIA);;;;;2019
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;;1;;;2019
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;1;1;;;2019
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;2;2;;;2019
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;;;;;2019
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;;;;;2019
F840 - AUTISMO EN LA NIÑEZ;;;;;2019
F841 - AUTISMO ATIPICO;;;;;2019
F845 - SINDROME DE ASPERGER;;;;;2019
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;;;;;2019
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;;;;;2019
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;;;;;2019
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;;6;;;2019
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;;;;;2019
F908 - OTROS TRASTORNOS HIPERCINETICOS;;;;;2019
F909 - TRASTORNO HIPERCINETICO, NO ESPECIFICADO;;;;;2019
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;1;;;;2019
F913 - TRASTORNO OPOSITOR DESAFIANTE;;;;;2019
F918 - OTROS TRASTORNOS DE LA CONDUCTA;1;4;;;2019
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;1;4;;;2019
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;;;;;2019
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;;;;;2019
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;;;;;2019
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;;;;;2019
F940 - MUTISMO ELECTIVO;;;;;2019
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;1;;;;2019
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;;;;;2019
F980 - ENURESIS NO ORGANICA;;2;;;2019
F981 - ECOPRESIS NO ORGANICA;;;;;2019
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;;;;;2019
F984 - TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS;1;;;;2019
F985 - TARTAMUDEZ [ESPASMOFEMIA];;;;;2019
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;;;;;2019
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;;;;;2019
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;;1;;;2019
17665 - San José;44;41;;;2019
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);;1;;;2019
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);;;;;2019
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);;1;;;2019
F010 - DEMENCIA VASCULAR DE COMIENZO AGUDO;;1;;;2019
F013 - DEMENCIA VASCULAR MIXTA, CORTICAL Y SUBCORTICAL;;1;;;2019
F018 - OTRAS DEMENCIAS VASCULARES;;;;;2019
F03X - DEMENCIA , NO ESPECIFICADA;;;;;2019
F058 - OTROS DELIRIOS;;;;;2019
F059 - DELIRIO, NO ESPECIFICADO;;;;;2019
F061 - TRASTORNO CATATONICO, ORGANICO;;;;;2019
F062 - TRASTORNO DELIRANTE [ESQUIZOFRENIFORME], ORGANICO;;;;;2019
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;;;;;2019
F067 - TRASTORNO COGNOSCITIVO LEVE;1;;;;2019
F068 - OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;;;;2019
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;;;;2019
F112 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: SINDROME DE DEPENDENCIA;;1;;;2019
F115 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: TRASTORNO PSICOTICO;;;;;2019
F122 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: SINDROME DE DEPENDENCIA;;;;;2019
F125 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO PSICOTICO;;;;;2019
F128 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;2;;;2019
F150 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: INTOXICACION AGUDA;;;;;2019
F160 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: INTOXICACION AGUDA;;1;;;2019
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;;;;;2019
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;;1;;;2019
F195 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO;;;;;2019
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2019
F199 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;1;;;2019
F200 - ESQUIZOFRENIA PARANOIDE;;;;;2019
F206 - ESQUIZOFRENIA SIMPLE;;1;;;2019
F208 - OTRAS ESQUIZOFRENIAS;;;;;2019
F209 - ESQUIZOFRENIA, NO ESPECIFICADA;;1;;;2019
F229 - TRASTORNO DELIRANTE PERSISTENTE, NO ESPECIFICADO;;;;;2019
F231 - TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA;1;;;;2019
F232 - TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO;;;;;2019
F238 - OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS;;;;;2019
F239 - TRASTORNO PSICOTICO AGUDO Y TRANSITORIO, NO ESPECIFICADO DE TIPO ESQUIZOFRENICO;;;;;2019
F258 - OTROS TRASTORNOS ESQUIZOAFECTIVOS;;1;;;2019
F29X - PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA;;;;;2019
F302 - MANIA CON SINTOMAS PSICOTICOS;;;;;2019
F309 - EPISODIO MANIACO, NO ESPECIFICADO;;;;;2019
F311 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS;1;;;;2019
F312 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS;;;;;2019
F313 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO;;;;;2019
F317 - TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION;1;2;;;2019
F318 - OTROS TRASTORNOS AFECTIVOS BIPOLARES;4;2;;;2019
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;1;;;;2019
F320 - EPISODIO DEPRESIVO LEVE;4;;;;2019
F321 - EPISODIO DEPRESIVO MODERADO;3;2;;;2019
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;;;;;2019
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;;;;;2019
F328 - OTROS EPISODIOS DEPRESIVOS;1;;;;2019
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;2;1;;;2019
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;;;;;2019
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;4;;;;2019
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;;;;;2019
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;1;;;;2019
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;1;;;;2019
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;;1;;;2019
F341 - DISTIMIA;;;;;2019
F408 - OTROS TRASTORNOS FOBICOS DE ANSIEDAD;;1;;;2019
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];;;;;2019
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;2;;;;2019
F412 - TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION;2;1;;;2019
F413 - OTROS TRASTORNOS DE ANSIEDAD MIXTOS;2;;;;2019
F418 - OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS;1;3;;;2019
F419 - TRASTORNO DE ANSIEDAD , NO ESPECIFICADO;4;4;;;2019
F430 - REACCION AL ESTRÉS AGUDO;2;1;;;2019
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;2;;;;2019
F432 - TRASTORNOS DE ADAPTACION;9;4;;;2019
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;1;;;;2019
F439 - REACCION AL ESTRÉS GRAVE, NO ESPECIFICADA;1;;;;2019
F440 - AMNESIA DISOCIATIVA;;;;;2019
F445 - CONVULSIONES DISOCIATIVAS;;2;;;2019
F450 - TRASTORNO DE SOMATIZACION;1;;;;2019
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;;;;;2019
