;AÑOS;;;;;;
C577 - TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DE LOS ORGANOS GENITALES FEMENINOS;;;;;;;
C602 - TUMOR MALIGNO DEL CUERPO DEL PENE;;1;;;;;1
C608 - LESION DE SITIOS CONTIGUOS DEL PENE;;2;;;;;2
C61X - TUMOR MALIGNO DE LA PROSTATA;;2;;2;;;4
C638 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS GENITALES MASCULINOS;;;;1;;;1
C64X - TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL;;;1;;;;1
C679 - TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA;;;;;;1;1
C690 - TUMOR MALIGNO DE LA CONJUNTIVA;;;;;;;
C698 - LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS;1;4;2;1;;;8
C710 - TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS;;;;;;;
C711 - TUMOR MALIGNO DEL LOBULO FRONTAL;;;;;;;
C719 - TUMOR MALIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA;;;;;;;
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;2;;4;;1;;7
C740 - TUMOR MALIGNO DE LA CORTEZA DE LA GLANDULA SUPRARRENAL;;;;;1;;1
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;;;;;;;
C762 - TUMOR MALIGNO DEL ABDOMEN;;;;;;;
C774 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA REGION INGUINAL Y DEL MIEMBRO INFERIOR;;;;;;;
C780 - TUMOR MALIGNO SECUNDARIO DEL PULMON;;;;;;;
C792 - TUMOR MALIGNO SECUNDARIO DE LA PIEL;;;;;;1;1
C793 - TUMOR MALIGNO SECUNDARIO DEL ENCEFALO Y DE LAS MENINGES CEREBRALES;;;;1;;;1
17513 - Pácora;55;32;77;65;54;33;316
C008 - LESION DE SITIOS CONTIGUOS DEL LABIO;;;;1;1;;2
C01X - TUMOR MALIGNO DE LA BASE DE LA LENGUA;;;;;;;
C028 - LESION DE SITIOS CONTIGUOS DE LA LENGUA;;1;1;;;;2
C048 - LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA;;;1;;;;1
C058 - LESION DE SITIOS CONTIGUOS DEL PALADAR;;;;;1;;1
C068 - LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;1;1;;3;;;5
C07X - TUMOR MALIGNO DE LA GLANDULA PAROTIDA;1;;;;;;1
C080 - TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR;1;;;;1;;2
C088 - LESION DE SITIOS CONTIGUOS DE LAS GLANDULAS SALIVALES MAYORES;;;;;;;
C098 - LESION DE SITIOS CONTIGUOS DE LA AMIGDALA;;1;;1;1;;3
C148 - LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE;2;;1;;;;3
C151 - TUMOR MALIGNO DEL ESOFAGO, PORCION TORACICA;;;;;1;;1
C153 - TUMOR MALIGNO DEL TERCIO SUPERIOR DEL ESOFAGO;;;;;1;;1
C154 - TUMOR MALIGNO DEL TERCIO MEDIO DEL ESOFAGO;1;1;;;;;2
C155 - TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESOFAGO;;;;;;;
C158 - LESION DE SITIOS CONTIGUOS DEL ESOFAGO;;1;1;;;;2
C161 - TUMOR MALIGNO DEL FUNDUS GASTRICO;;1;;4;1;2;8
C162 - TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO;;;2;3;;2;7
C163 - TUMOR MALIGNO DEL ANTRO PILORICO;1;2;;2;1;1;7
C166 - TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;;1;;2;;1;4
C168 - LESION DE SITIOS CONTIGUOS DEL ESTOMAGO;;2;1;;;;3
C169 - TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;;2;1;4;;3;10
C170 - TUMOR MALIGNO DEL DUODENO;;;;;;;
C171 - TUMOR MALIGNO DEL YEYUNO;;;;;1;;1
C172 - TUMOR MALIGNO DEL ILEON;;;;;1;;1
C180 - TUMOR MALIGNO DEL CIEGO;1;;;;1;;2
C182 - TUMOR MALIGNO DEL COLON ASCENDENTE;;;2;2;2;2;8
C183 - TUMOR MALIGNO DEL ANGULO HEPATICO;;1;;;;;1
C186 - TUMOR MALIGNO DEL COLON DESCENDENTE;;;;;2;;2
C187 - TUMOR MALIGNO DEL COLON SIGMOIDE;;;1;1;1;1;4
C188 - LESION DE SITIOS CONTIGUOS DEL COLON;;;;;;1;1
C189 - TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;2;;;;1;2;5
C19X - TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA;;;;1;;;1
C20X - TUMOR MALIGNO DEL RECTO;;1;;4;;2;7
C210 - TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA;;;;;1;;1
C229 - TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO;1;;1;2;;;4
C240 - TUMOR MALIGNO D E LAS VIAS BILIARES EXTRAHEPATICAS;;;1;;;;1
C241 - TUMOR MALIGNO DE LA AMPOLLA DE VATER;;1;;;;1;2
C249 - TUMOR MALIGNO DE LAS VIAS BILIARES, PARTE NO ESPECIFICADA;;;;;;;
C250 - TUMOR MALIGNO DE LA CABEZA DEL PANCREAS;;;;1;;;1
C257 - TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS;;;;;;;
C259 - TUMOR MALIGNO DEL PANCREAS, PARTE NO ESPECIFICADA;;;;1;;;1
C260 - TUMOR MALIGNO DEL INTESTINO, PARTE NO ESPECIFICADA;;;;;;;
C269 - TUMOR MALIGNO DE SITIOS MAL DEFINIDOS DE LOS ORGANOS DIGESTIVOS;;;;1;;;1
C300 - TUMOR MALIGNO DE LA FOSA NASAL;;;;;;;
C310 - TUMOR MALIGNO DEL SENO MAXILAR;;;1;;;;1
C318 - LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES;;;;;;;
C320 - TUMOR MALIGNO DE LA GLOTIS;;;;1;;1;2
C340 - TUMOR MALIGNO DEL BRONQUIO PRINCIPAL;;;;;;;
C341 - TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON;1;;;;;;1
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;1;1;2;2;2;;8
C349 - TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;;;;;;1;1
C37X - TUMOR MALIGNO DEL TIMO;;;;;;;
C383 - TUMOR MALIGNO DEL MEDIASTINO, PARTE NO ESPECIFICADA;;;;1;;;1
C401 - TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR;1;;;;;;1
C409 - TUMOR MALIGNO DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIEMBROS, SIN OTRA ESPECIFICACION;;;;1;;;1
C434 - MELANOMA MALIGNO DEL CUERO CABELLUDO Y DEL CUELLO;;;;1;;1;2
C437 - MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;;;;;;;
C439 - MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO;;;;1;;1;2
C440 - TUMOR MALIGNO DE LA PIEL DEL LABIO;;;;;;;
C441 - TUMOR MALIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;1;;1;;1;;3
C442 - TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;;;;;;;
C443 - TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;10;5;12;13;3;6;49
C444 - TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO;1;;2;;1;;4
C445 - TUMOR MALIGNO DE LA PIEL DEL TRONCO;;;1;;;;1
C446 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;1;;2;;;;3
C449 - TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO;1;2;;;;;3
C478 - LESION DE SITIOS CONTIGUOS DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO;;;;;;;
C490 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO;;;;1;;;1
C494 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL ABDOMEN;;;;;;;
C499 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO, DE SITIO NO ESPECIFICADO;;;;;;;
C501 - TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA;1;;2;;1;;4
C502 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA;;;1;;2;;3
C503 - TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA;;;1;;;;1
C504 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA;7;;7;;9;;23
C505 - TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA;;;;;2;;2
C509 - TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;11;;19;;16;;46
C530 - TUMOR MALIGNO DEL ENDOCERVIX;;;1;;;;1
C531 - TUMOR MALIGNO DE EXOCERVIX;1;;3;;1;;5
C539 - TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;1;;1;;;;2
C541 - TUMOR MALIGNO DEL ENDOMETRIO;1;;2;;;;3
C55X - TUMOR MALIGNO DEL UTERO, PARTE NO ESPECIFICADA;;;;;;;
C56X - TUMOR MALIGNO DEL OVARIO;1;;3;;2;;6
C574 - TUMOR MALIGNO DE LOS ANEXOS UTERINOS, SIN OTRA ESPECIFICACIÓN;;;;;;;
C608 - LESION DE SITIOS CONTIGUOS DEL PENE;;2;;1;;1;4
C609 - TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA;;;;;;;
C61X - TUMOR MALIGNO DE LA PROSTATA;;4;;7;;5;16
C621 - TUMOR MALIGNO DEL TESTICULO DESCENDIDO;;;;1;;;1
C629 - TUMOR MALIGNO DEL TESTICULO, NO ESPECIFICADO;;;;;;;
C64X - TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL;;;;;;;
C673 - TUMOR MALIGNO DE LA PARED ANTERIOR DE LA VEJIGA;;;;;;;
C678 - LESION DE SITIOS CONTIGUOS DE LA VEJIGA;1;;;;;;1
C679 - TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA;;;;2;;2;4
C690 - TUMOR MALIGNO DE LA CONJUNTIVA;;1;1;3;;;5
C698 - LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS;2;1;5;4;1;1;14
C710 - TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS;;1;;1;;2;4
C711 - TUMOR MALIGNO DEL LOBULO FRONTAL;;;;;;;
C713 - TUMOR MALIGNO DEL LOBULO PARIETAL;;;;;;1;1
C716 - TUMOR MALIGNO DEL CEREBELO;;;;1;;;1
C719 - TUMOR MALIGNO DEL ENCEFALO, PARTE NO ESPECIFICADA;;;;;;1;1
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;4;;13;2;9;1;29
C750 - TUMOR MALIGNO DE LA GLANDULA PARATIROIDES;;;1;;;;1
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;;;;;1;;1
C762 - TUMOR MALIGNO DEL ABDOMEN;1;;;1;;;2
C768 - LESION DE SITIOS CONTIGUOS MAL DEFINIDOS;;;;;1;;1
C770 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA CABEZA, CARA Y CUELLO;1;;;;;;1
C780 - TUMOR MALIGNO SECUNDARIO DEL PULMON;;;;;;;
C785 - TUMOR MALIGNO SECUNDARIO DEL INTESTINO GRUESO Y DEL RECTO;1;;;;;;1
C786 - TUMOR MALIGNO SECUNDARIO DEL PERITONEO Y DEL RETROPERITONEO;;1;;;;;1
C787 - TUMOR MALIGNO SECUNDARIO DEL HIGADO;1;;;;;1;2
17524 - Palestina;42;32;47;52;48;42;263
C008 - LESION DE SITIOS CONTIGUOS DEL LABIO;;;;;;1;1
C009 - TUMOR MALIGNO DEL LABIO, PARTE NO ESPECIFICADA;;;;1;;;1
C01X - TUMOR MALIGNO DE LA BASE DE LA LENGUA;;;;;1;;1
C020 - TUMOR MALIGNO DE LA CARA DORSAL DE LA LENGUA;;;;1;;1;2
C021 - TUMOR MALIGNO DEL BORDE DE LA LENGUA;;;;;;1;1
C022 - TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA;;;;1;;;1
C028 - LESION DE SITIOS CONTIGUOS DE LA LENGUA;;;;;;;
C029 - TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA;;;;;1;1;2
C048 - LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA;;;;;;;
C052 - TUMOR MALIGNO DE LA UVULA;;;;1;;;1
C068 - LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;;;1;;;;1
C07X - TUMOR MALIGNO DE LA GLANDULA PAROTIDA;;;;;;1;1
C099 - TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA;;;;1;;1;2
C102 - TUMOR MALIGNO DE LA PARED LATERAL DE LA OROFARINGE;;;;;;;
C108 - LESION DE SITIOS CONTIGUOS DE LA OROFARINGE;1;1;1;;;;3
C109 - TUMOR MALIGNO DE LA OROFARINGE, PARTE NO ESPECIFICADA;;;;;;2;2
C113 - TUMOR MALIGNO DE LA PARED ANTERIOR DE LA NASOFARINGE;1;;;;;;1
C118 - LESION DE SITIOS CONTIGUOS DE LA NASOFARINGE;;;;;;;
C119 - TUMOR MALIGNO DE LA NASOFARINGE, PARTE NO ESPECIFICADA;;;;;1;;1
C148 - LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE;1;;;;;;1
C151 - TUMOR MALIGNO DEL ESOFAGO, PORCION TORACICA;;1;;;;;1
C155 - TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESOFAGO;;;;;;;
C158 - LESION DE SITIOS CONTIGUOS DEL ESOFAGO;;;;;;;
C161 - TUMOR MALIGNO DEL FUNDUS GASTRICO;;;;1;;3;4
C162 - TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO;1;;;2;;1;4
C163 - TUMOR MALIGNO DEL ANTRO PILORICO;;;;;1;;1
C166 - TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO, SIN OTRA ESPECIFICACION;;;;;;;
C168 - LESION DE SITIOS CONTIGUOS DEL ESTOMAGO;1;1;;1;;;3
C169 - TUMOR MALIGNO DEL ESTOMAGO, PARTE NO ESPECIFICADA;;1;1;1;;3;6
C172 - TUMOR MALIGNO DEL ILEON;;;;;;1;1
C182 - TUMOR MALIGNO DEL COLON ASCENDENTE;;1;1;1;1;1;5
C184 - TUMOR MALIGNO DEL COLON TRANSVERSO;;1;;;;1;2
C186 - TUMOR MALIGNO DEL COLON DESCENDENTE;;;;2;1;3;6
C187 - TUMOR MALIGNO DEL COLON SIGMOIDE;1;3;1;2;;1;8
C188 - LESION DE SITIOS CONTIGUOS DEL COLON;1;;;1;1;;3
C189 - TUMOR MALIGNO DEL COLON, PARTE NO ESPECIFICADA;1;1;;3;2;3;10
C19X - TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA;;;;;;;
C20X - TUMOR MALIGNO DEL RECTO;1;1;1;1;2;5;11
C211 - TUMOR MALIGNO DEL CONDUCTO ANAL;;;;;;2;2
C229 - TUMOR MALIGNO DEL HIGADO, NO ESPECIFICADO;;;;;;;
C23X - TUMOR MALIGNO DE LA VESICULA BILIAR;;;;;;;
C240 - TUMOR MALIGNO D E LAS VIAS BILIARES EXTRAHEPATICAS;;;;;;;
C248 - LESION DE SITIOS CONTIGUOS DE LAS VIAS BILIARES;;;;;;1;1
C250 - TUMOR MALIGNO DE LA CABEZA DEL PANCREAS;;;;;;1;1
C257 - TUMOR MALIGNO DE OTRAS PARTES ESPECIFICADAS DEL PANCREAS;;1;;;;;1
C258 - LESION DE SITIOS CONTIGUOS DEL PANCREAS;;;;;;1;1
C259 - TUMOR MALIGNO DEL PANCREAS, PARTE NO ESPECIFICADA;;;1;;;;1
C268 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS DIGESTIVOS;;;;;;;
C300 - TUMOR MALIGNO DE LA FOSA NASAL;;1;;;;;1
C310 - TUMOR MALIGNO DEL SENO MAXILAR;;;;1;;;1
C318 - LESION DE SITIOS CONTIGUOS DE LOS SENOS PARANASALES;;;;;1;;1
C328 - LESION DE SITIOS CONTIGUOS DE LA LARINGE;;;;;;;
C329 - TUMOR MALIGNO DE LA LARINGE, PARTE NO ESPECIFICADA;;;;;;;
C341 - TUMOR MALIGNO DEL LOBULO SUPERIOR, BRONQUIO O PULMON;2;;1;;;;3
C343 - TUMOR MALIGNO DEL LOBULO INFERIOR, BRONQUIO O PULMON;;;1;1;;;2
C348 - LESION DE SITIOS CONTIGUOS DE LOS BRONQUIOS Y DEL PULMON;1;1;;;;;2
C349 - TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA;;1;1;;;1;3
C398 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS;;;;1;;;1
C402 - TUMOR MALIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR;;;1;;;;1
C403 - TUMOR MALIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR;;;;1;;;1
C408 - LESION DE SITIOS CONTIGUOS DE LOS HUESOS Y DE LOS CARTILAGOS ARTICULARES DE LOS MIEMBROS;;;;;;;
C411 - TUMOR MALIGNO DEL HUESO DEL MAXILAR INFERIOR;;1;;;;;1
C412 - TUMOR MALIGNO DE LA COLUMNA VERTEBRAL;;1;;;;;1
C431 - MELANOMA MALIGNO DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;;;;;;;
C433 - MELANOMA MALIGNO DE LAS OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CARA;;;;;;;
C435 - MELANOMA MALIGNO DEL TRONCO;;;;1;;;1
C437 - MELANOMA MALIGNO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;;;;1;;;1
C439 - MELANOMA MALIGNO DE PIEL, SITIO NO ESPECIFICADO;;;;;;;
C441 - TUMOR MALIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL;;;;1;;;1
C442 - TUMOR MALIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO;1;;;;;;1
C443 - TUMOR MALIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA;9;7;9;8;7;3;43
C444 - TUMOR MALIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO;1;;;;;;1
C445 - TUMOR MALIGNO DE LA PIEL DEL TRONCO;;1;;2;2;;5
C447 - TUMOR MALIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;1;;;;;;1
C449 - TUMOR MALIGNO DE LA PIEL, SITIO NO ESPECIFICADO;3;2;1;1;;;7
C478 - LESION DE SITIOS CONTIGUOS DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO;;;;;;;
C480 - TUMOR MALIGNO DEL RETROPERITONEO;;;1;;;;1
C482 - TUMOR MALIGNO DEL PERITONEO, SIN OTRA ESPECIFICACION;;;1;;;;1
C490 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO;;;;;;;
C491 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO;;;;;;;
C492 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA;;;;;;;
C494 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL ABDOMEN;;;1;;;;1
C496 - TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TRONCO, SIN OTRA ESPECIFICACION;;;;;;;
C500 - TUMOR MALIGNO DEL PEZON Y AREOLA MAMARIA;;;;;;;
C501 - TUMOR MALIGNO DE LA PORCION CENTRAL DE LA MAMA;;;1;;2;;3
C502 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA;1;;1;;3;;5
C503 - TUMOR MALIGNO DEL CUADRANTE INFERIOR INTERNO DE LA MAMA;;;;;;;
C504 - TUMOR MALIGNO DEL CUADRANTE SUPERIOR EXTERNO DE LA MAMA;;;1;;2;;3
C505 - TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA;3;;2;;1;;6
C509 - TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA;1;;7;;6;1;15
C519 - TUMOR MALIGNO DE LA VULVA, PARTE NO ESPECIFICADA;;;1;;1;;2
C530 - TUMOR MALIGNO DEL ENDOCERVIX;1;;1;;1;;3
C531 - TUMOR MALIGNO DE EXOCERVIX;3;;4;;3;;10
C539 - TUMOR MALIGNO DEL CUELLO DEL UTERO, SIN OTRA ESPECIFICACION;;;2;;;;2
C541 - TUMOR MALIGNO DEL ENDOMETRIO;;;;;2;;2
C56X - TUMOR MALIGNO DEL OVARIO;2;;2;;1;;5
C608 - LESION DE SITIOS CONTIGUOS DEL PENE;;;;1;;;1
C609 - TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA;;;;;;;
C61X - TUMOR MALIGNO DE LA PROSTATA;;6;;11;;10;27
C620 - TUMOR MALIGNO DEL TESTICULO NO DESCENDIDO;;;;;;;
C621 - TUMOR MALIGNO DEL TESTICULO DESCENDIDO;;;;;;1;1
C629 - TUMOR MALIGNO DEL TESTICULO, NO ESPECIFICADO;;;;;;;
C632 - TUMOR MALIGNO DEL ESCROTO;;;;;;;
C638 - LESION DE SITIOS CONTIGUOS DE LOS ORGANOS GENITALES MASCULINOS;;;;1;;;1
C64X - TUMOR MALIGNO DEL RIÑON, EXCEPTO DE LA PELVIS RENAL;1;2;;3;;1;7
C65X - TUMOR MALIGNO DE LA PELVIS RENAL;;;;;;;
C670 - TUMOR MALIGNO DEL TRIGONO VESICAL;;;;;;;
C672 - TUMOR MALIGNO DE LA PARED LATERAL DE LA VEJIGA;;;;;;1;1
C674 - TUMOR MALIGNO DE LA PARED POSTERIOR DE LA VEJIGA;;;;;;1;1
C675 - TUMOR MALIGNO DEL CUELLO DE LA VEJIGA;;;;;;1;1
C678 - LESION DE SITIOS CONTIGUOS DE LA VEJIGA;;;;;;;
C679 - TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA;1;2;1;2;1;3;10
C690 - TUMOR MALIGNO DE LA CONJUNTIVA;;;;1;;1;2
C696 - TUMOR MALIGNO DE LA ORBITA;;;;1;;;1
C698 - LESION DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS;;1;;;;;1
C700 - TUMOR MALIGNO DE LAS MENINGES CEREBRALES;;;;;;;
C709 - TUMOR MALIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA;;;;;;;
C710 - TUMOR MALIGNO DEL CEREBRO, EXCEPTO LOBULOS Y VENTRICULOS;;;;;1;1;2
C711 - TUMOR MALIGNO DEL LOBULO FRONTAL;;;;1;;;1
C714 - TUMOR MALIGNO DEL LOBULO OCCIPITAL;;;;;1;;1
C715 - TUMOR MALIGNO DEL VENTRICULO CEREBRAL;;;;;;;
C716 - TUMOR MALIGNO DEL CEREBELO;;;;;1;;1
C73X - TUMOR MALIGNO DE LA GLANDULA TIROIDES;7;;11;2;9;1;30
C741 - TUMOR MALIGNO DE LA MEDULA DE LA GLANDULA SUPRARRENAL;;;;;;;
C760 - TUMOR MALIGNO DE LA CABEZA, CARA Y CUELLO;;1;;1;;;2
C762 - TUMOR MALIGNO DEL ABDOMEN;;;;;1;1;2
C763 - TUMOR MALIGNO DE LA PELVIS;1;;1;;;;2
C767 - TUMOR MALIGNO DE OTROS SITIOS MAL DEFINIDOS;;;;;;1;1
C768 - LESION DE SITIOS CONTIGUOS MAL DEFINIDOS;;;;;;1;1
C770 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA CABEZA, CARA Y CUELLO;1;1;1;;1;;4
C774 - TUMOR MALIGNO DE LOS GANGLIOS LINFATICOS DE LA REGION INGUINAL Y DEL MIEMBRO INFERIOR;;;;;;1;1
C780 - TUMOR MALIGNO SECUNDARIO DEL PULMON;;;;;;1;1
C782 - TUMOR MALIGNO SECUNDARIO DE LA PLEURA;;;;;;;
C785 - TUMOR MALIGNO SECUNDARIO DEL INTESTINO GRUESO Y DEL RECTO;;;;;;1;1
C790 - TUMOR MALIGNO SECUNDARIO DEL RIÑON Y DE LA PELVIS RENAL;;1;;;;;1
C793 - TUMOR MALIGNO SECUNDARIO DEL ENCEFALO Y DE LAS MENINGES CEREBRALES;;;;;1;;1
C794 - TUMOR MALIGNO SECUNDARIO DE OTRAS PARTES DEL SISTEMA NERVIOSO Y DE LAS NO ESPECIFICADAS;;;;;1;;1
C798 - TUMOR MALIGNO SECUNDARIO DE OTROS SITIOS ESPECIFICADOS;;;;;;;
C80X - TUMOR MALIGNO DE SITIOS NO ESPECIFICADOS;;;1;;1;;2
17541 - Pensilvania;79;72;103;73;65;50;442
C002 - TUMOR MALIGNO DEL LABIO, CARA EXTERNA, SIN OTRA ESPECIFICACIÓN;;;;;;;
C008 - LESION DE SITIOS CONTIGUOS DEL LABIO;;;1;;;;1
C022 - TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA;;;;;1;;1
C028 - LESION DE SITIOS CONTIGUOS DE LA LENGUA;1;;1;;;;2
C029 - TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA;;;;;2;;2
C048 - LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA;;;1;;;;1
C059 - TUMOR MALIGNO DEL PALADAR, PARTE NO ESPECIFICADA;;;;;;1;1
C068 - LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA;3;2;2;1;;1;9
C080 - TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR;;1;;;;;1
C088 - LESION DE SITIOS CONTIGUOS DE LAS GLANDULAS SALIVALES MAYORES;;;;;;;
C098 - LESION DE SITIOS CONTIGUOS DE LA AMIGDALA;;;1;;;;1
C099 - TUMOR MALIGNO DE LA AMIGDALA, PARTE NO ESPECIFICADA;;2;;1;;;3
C108 - LESION DE SITIOS CONTIGUOS DE LA OROFARINGE;;1;;;;;1
C148 - LESION DE SITIOS CONTIGUOS DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA LARINGE;;;;;;;
C150 - TUMOR MALIGNO DEL ESOFAGO, PORCION CERVICAL;1;;1;;;;2
